model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
Lada,2019,139000.0,синий,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,549000.0
Lada,2021,34122.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,12.4,7.3,Россия ,B ,178.0,Euro 5 ,1250000.0
Renault,2019,84598.0,серый,4862.0,механическая,полный,1 владелец,2.0,143.0,бензиновый ,АИ-95 ,10.5,8.0,Франция ,B ,185.0,Euro 5 ,1875000.0
Lada,2022,49000.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,173.0,Euro 5 ,795000.0
Lada,2020,57000.0,белый,2175.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,729990.0
Geely,2020,38000.0,белый,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,1865000.0
Hyundai,2019,58000.0,чёрный,5100.0,автоматическая,полный,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.8,8.3,Южная Корея ,C ,180.0,Euro 5 ,2580000.0
Skoda,2013,208783.0,коричневый,3255.0,механическая,передний,3 или более,1.2,105.0,бензиновый ,АИ-95 ,10.3,5.2,Чехия ,C ,196.0,Euro 5 ,897000.0
Lada,2023,13000.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,922000.0
Kia,2016,143000.0,белый,3936.0,автоматическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-95 ,11.2,6.4,Южная Корея ,B ,185.0,Euro 4 ,980000.0
Lada,2018,157001.0,бежевый,3904.0,механическая,передний,3 или более,1.8,122.0,бензиновый ,АИ-92 ,10.5,7.7,Россия ,B ,180.0,Euro 5 ,960000.0
BMW,2012,201830.0,коричневый,4950.0,автоматическая,задний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,9.7,8.2,Германия ,C ,202.0,Euro 5 ,1249990.0
Citroen,2011,102786.0,синий,3720.0,механическая,передний,3 или более,1.6,120.0,бензиновый ,АИ-95 ,12.0,7.3,Франция ,M ,177.0,Euro 5 ,682000.0
Audi,2012,230000.0,белый,28500.0,роботизированная,полный,3 или более,3.0,300.0,бензиновый ,АИ-95 ,5.6,8.2,Германия ,E ,250.0,Euro 5 ,1760000.0
Lada,2019,145000.0,серый,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,915000.0
Hyundai,2010,104800.0,красный,13206.0,автоматическая,задний,2 владельца,2.0,213.0,бензиновый ,АИ-95 ,8.2,9.2,Южная Корея ,D ,223.0,Euro 0,1550000.0
Hyundai,2010,104800.0,красный,13206.0,автоматическая,задний,2 владельца,2.0,213.0,бензиновый ,АИ-95 ,8.2,9.2,Южная Корея ,D ,223.0,Euro 0,1550000.0
Mercedes-Benz,2011,381911.0,бежевый,13888.0,автоматическая,полный,2 владельца,3.0,224.0,дизельный ,ДТ ,9.5,9.8,Германия ,F ,210.0,Euro 4 ,1810000.0
Mercedes-Benz,2014,161000.0,чёрный,16932.0,автоматическая,задний,3 или более,3.5,249.0,бензиновый ,АИ-95 ,7.1,7.0,Германия ,E ,250.0,Euro 5 ,2290000.0
Volkswagen,2011,190000.0,чёрный,6840.0,роботизированная,передний,1 владелец,1.8,152.0,бензиновый ,АИ-95 ,8.6,7.3,Германия ,E ,222.0,Euro 0,950000.0
Volkswagen,2020,47400.0,белый,3630.0,автоматическая,передний,2 владельца,1.6,110.0,бензиновый ,АИ-95 ,11.7,5.9,Германия ,B ,184.0,Euro 5 ,1350000.0
Toyota,2015,145239.0,белый,4964.0,вариатор,полный,1 владелец,2.0,146.0,бензиновый ,АИ-95 ,11.3,7.8,Япония ,C ,180.0,Euro 0,2290000.0
Nissan,2012,91001.0,синий,3627.0,вариатор,передний,3 или более,1.6,117.0,бензиновый ,АИ-95 ,11.5,6.3,Япония ,B ,170.0,Euro 0,1249000.0
Jaguar,2018,80213.0,белый,17500.0,автоматическая,полный,1 владелец,2.0,250.0,бензиновый ,АИ-95 ,6.8,7.4,Великобритания ,D ,217.0,Euro 6 ,3700000.0
Volkswagen,2021,69000.0,чёрный,14300.0,роботизированная,полный,1 владелец,2.0,220.0,бензиновый ,АИ-95 ,6.8,8.4,Германия ,C ,217.0,Euro 6 ,4440000.0
Hyundai,2011,138000.0,белый,3813.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,180.0,Euro 0,895000.0
Toyota,2008,210000.0,серый,3720.0,механическая,передний,3 или более,1.6,124.0,бензиновый ,АИ-95 ,10.4,7.1,Япония ,C ,190.0,Euro 4 ,700000.0
Lada,2020,99660.0,белый,2175.0,механическая,передний,3 или более,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,630000.0
Kia,2020,77000.0,белый,17928.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,8.7,9.3,Южная Корея ,E ,190.0,Euro 5 ,4950000.0
Lada,2017,69000.0,серый,3392.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,849990.0
Hyundai,2014,203700.0,коричневый,9456.0,автоматическая,полный,3 или более,2.2,197.0,дизельный ,ДТ ,10.3,8.0,Южная Корея ,D ,200.0,Euro 4 ,1950000.0
Mercedes-Benz,2001,400000.0,чёрный,3060.0,механическая,передний,2 владельца,2.2,102.0,дизельный ,ДТ ,20.6,8.1,Германия ,M ,155.0,Euro 0,490000.0
Kia,2016,155000.0,зелёный,5100.0,автоматическая,полный,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.6,8.3,Южная Корея ,C ,180.0,Euro 5 ,2038000.0
BMW,2018,85800.0,синий,9310.0,автоматическая,полный,2 владельца,2.0,190.0,дизельный ,ДТ ,8.0,5.1,Германия ,D ,213.0,Euro 6 ,4790000.0
Suzuki,2009,168000.0,зелёный,3180.0,механическая,полный,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,11.8,6.1,Япония ,B ,170.0,Euro 4 ,780000.0
Hyundai,2020,45523.0,чёрный,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.1,7.1,Южная Корея ,B ,169.0,Euro 5 ,2399000.0
Mazda,2011,152000.0,синий,7335.0,автоматическая,передний,1 владелец,2.5,163.0,бензиновый ,АИ-95 ,10.3,9.4,Япония ,D ,173.0,Euro 4 ,1250000.0
Lada,2021,86000.0,серый,2175.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,745000.0
Mercedes-Benz,2016,265000.0,серый,9310.0,автоматическая,задний,3 или более,2.1,190.0,дизельный ,ДТ ,9.9,5.9,Германия ,M ,205.0,Euro 5 ,2450000.0
Lada,2022,57000.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,979990.0
Mitsubishi,2021,14600.0,серебристый,9200.0,вариатор,полный,1 владелец,2.5,184.0,бензиновый ,АИ-95 ,10.4,9.0,Япония ,D ,193.0,Euro 0,3785000.0
Mazda,2011,196252.0,чёрный,3720.0,механическая,передний,1 владелец,1.8,120.0,бензиновый ,АИ-95 ,11.4,6.4,Япония ,D ,196.0,Euro 4 ,1250000.0
Toyota,2021,9000.0,чёрный,31500.0,автоматическая,передний,1 владелец,3.5,300.0,бензиновый ,АИ-95 ,8.3,10.5,Япония ,M ,200.0,Euro 5 ,12000000.0
Lada,2021,71502.0,белый,2175.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,779990.0
Kia,2017,63341.0,красный,4420.0,автоматическая,передний,1 владелец,1.6,130.0,бензиновый ,АИ-95 ,11.5,6.8,Южная Корея ,C ,192.0,Euro 6 ,1680000.0
Lada,2019,100015.0,белый,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,750000.0
Kia,2020,34000.0,синий,9700.0,автоматическая,передний,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,8.6,7.1,Южная Корея ,D ,210.0,Euro 5 ,3250000.0
Kia,2020,66000.0,серый,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.3,7.4,Южная Корея ,B ,175.0,Euro 5 ,2065000.0
Kia,2019,102000.0,чёрный,9212.0,автоматическая,передний,1 владелец,2.4,188.0,бензиновый ,АИ-95 ,9.1,8.3,Южная Корея ,D ,210.0,Euro 5 ,1785000.0
Hyundai,2018,89900.0,белый,3936.0,автоматическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-95 ,12.1,7.1,Южная Корея ,B ,169.0,Euro 6 ,1750000.0
Lada,2022,35000.0,чёрный,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,860000.0
Lada,2014,188000.0,белый,3286.0,механическая,передний,3 или более,1.6,106.0,бензиновый ,АИ-95 ,11.5,6.8,Россия ,B ,183.0,Euro 4 ,500000.0
Ford,2006,151000.0,чёрный,6820.0,механическая,передний,2 владельца,2.2,155.0,дизельный ,ДТ ,8.7,6.1,США ,D ,223.0,Euro 0,450000.0
Hyundai,2017,165000.0,серебристый,3936.0,механическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-92 ,10.3,6.0,Южная Корея ,B ,193.0,Euro 5 ,945000.0
Skoda,2014,159000.0,синий,8640.0,роботизированная,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1449990.0
Hyundai,2018,89000.0,чёрный,9212.0,автоматическая,передний,1 владелец,2.4,188.0,бензиновый ,АИ-95 ,9.0,8.3,Южная Корея ,D ,210.0,Euro 5 ,1780000.0
Audi,2019,97499.0,серый,42500.0,роботизированная,полный,3 или более,3.0,340.0,бензиновый ,АИ-95 ,5.1,7.1,Германия ,E ,250.0,Euro 6 ,4490000.0
BMW,2017,137000.0,синий,9310.0,автоматическая,полный,1 владелец,2.0,190.0,дизельный ,ДТ ,7.6,4.9,Германия ,E ,232.0,Euro 6 ,3890000.0
Renault,2013,187849.0,чёрный,7695.0,вариатор,полный,2 владельца,2.5,171.0,бензиновый ,АИ-95 ,10.3,9.5,Франция ,D ,185.0,Euro 4 ,1369000.0
Volkswagen,2011,140000.0,серый,3782.0,механическая,передний,3 или более,1.4,122.0,бензиновый ,АИ-98 ,9.5,6.2,Германия ,C ,200.0,Euro 5 ,760000.0
Suzuki,2008,217713.0,чёрный,7436.0,механическая,полный,3 или более,2.4,169.0,бензиновый ,АИ-95 ,11.7,9.0,Япония ,J ,185.0,Euro 0,750000.0
Kia,2018,115000.0,белый,2300.0,механическая,передний,2 владельца,1.4,100.0,бензиновый ,АИ-92 ,12.2,5.7,Южная Корея ,B ,185.0,Euro 5 ,920000.0
Lada,2017,70000.0,чёрный,3904.0,механическая,передний,1 владелец,1.8,122.0,бензиновый ,АИ-92 ,10.3,7.1,Россия ,B ,179.0,Euro 5 ,939990.0
Mazda,2012,256303.0,коричневый,3255.0,автоматическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,13.1,7.5,Япония ,C ,173.0,Euro 4 ,860000.0
Lada,2021,91000.0,коричневый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,799990.0
Nissan,2017,98942.0,серебристый,4896.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 5 ,2299000.0
Kia,2009,140000.0,коричневый,1940.0,механическая,передний,2 владельца,1.4,97.0,бензиновый ,АИ-95 ,12.3,6.2,Южная Корея ,B ,176.0,Euro 0,599000.0
Kia,2010,270000.0,серый,3782.0,механическая,передний,3 или более,1.6,122.0,бензиновый ,АИ-95 ,10.8,6.1,Южная Корея ,C ,192.0,Euro 0,649990.0
Skoda,2016,137136.0,белый,3520.0,механическая,передний,3 или более,1.6,110.0,бензиновый ,АИ-95 ,10.8,6.4,Чехия ,C ,191.0,Euro 5 ,1075000.0
Hyundai,2006,230000.0,чёрный,4480.0,автоматическая,полный,3 или более,2.0,140.0,бензиновый ,АИ-95 ,12.7,9.0,Южная Корея ,C ,160.0,Euro 0,950000.0
Renault,2017,49600.0,серебристый,1886.0,механическая,передний,1 владелец,1.6,82.0,бензиновый ,АИ-95 ,12.3,7.3,Франция ,B ,165.0,Euro 5 ,1090000.0
Lada,2018,63000.0,серебристый,2001.0,механическая,передний,2 владельца,1.6,87.0,бензиновый ,АИ-95 ,12.2,7.2,Россия ,B ,165.0,Euro 4 ,689990.0
Lada,2017,83000.0,белый,3392.0,механическая,передний,3 или более,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,749990.0
BMW,2012,205306.0,голубой,20640.0,автоматическая,полный,2 владельца,3.0,258.0,бензиновый ,АИ-95 ,6.9,9.0,Германия ,D ,230.0,Euro 5 ,1900000.0
Mazda,2019,63000.0,синий,9506.0,автоматическая,передний,2 владельца,2.5,194.0,бензиновый ,АИ-95 ,8.2,7.2,Япония ,D ,223.0,Euro 6 ,2930000.0
Audi,2021,27132.0,белый,17928.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,7.0,7.8,Германия ,E ,225.0,Euro 5 ,11390000.0
Toyota,2019,145685.0,чёрный,8869.0,автоматическая,передний,1 владелец,2.5,181.0,бензиновый ,АИ-95 ,9.9,8.3,Япония ,D ,210.0,Euro 5 ,2850000.0
Geely,2022,29100.0,серый,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,2092000.0
Audi,2019,38000.0,белый,5100.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,9.2,5.9,Германия ,C ,207.0,Euro 6 ,3470000.0
Hyundai,2017,138000.0,синий,3936.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1329000.0
DW,2018,145500.0,серый,5066.0,механическая,полный,2 владельца,2.0,149.0,бензиновый ,АИ-92 ,14.0,8.7,Россия ,J ,160.0,Euro 4 ,1350000.0
Renault,2014,131000.0,синий,1980.0,механическая,полный,2 владельца,1.5,90.0,дизельный ,ДТ ,15.6,5.3,Франция ,B ,156.0,Euro 4 ,975000.0
Volkswagen,2016,128238.0,серый,3520.0,механическая,передний,2 владельца,1.6,110.0,бензиновый ,АИ-95 ,10.4,5.8,Германия ,B ,191.0,Euro 5 ,1079000.0
Voyah,2023,11.0,зелёный,13260.0,автоматическая,полный,1 владелец,1.5,490.0,гибридный ,АИ-92 ,4.8,0.81,Китай ,E ,200.0,Euro 6 ,4790000.0
Toyota,2010,195101.0,чёрный,3844.0,автоматическая,передний,3 или более,1.6,124.0,бензиновый ,АИ-95 ,11.9,7.2,Япония ,C ,183.0,Euro 4 ,1199000.0
Volkswagen,2012,187000.0,чёрный,16660.0,автоматическая,полный,3 или более,3.0,245.0,дизельный ,ДТ ,7.6,7.4,Германия ,E ,220.0,Euro 5 ,2200000.0
Land,2008,165300.0,серый,20400.0,автоматическая,полный,3 или более,3.6,272.0,дизельный ,ДТ ,9.2,11.3,Великобритания ,J ,200.0,Euro 0,1830000.0
Toyota,2014,137000.0,белый,7785.0,автоматическая,полный,1 владелец,3.0,173.0,дизельный ,ДТ ,11.7,8.1,Япония ,J ,175.0,Euro 4 ,3712000.0
Kia,2016,28000.0,белый,9065.0,автоматическая,полный,2 владельца,2.0,185.0,дизельный ,ДТ ,9.5,6.3,Южная Корея ,C ,201.0,Euro 6 ,2430000.0
Lada,2016,119000.0,серебристый,2001.0,механическая,передний,3 или более,1.6,87.0,бензиновый ,АИ-95 ,12.4,7.0,Россия ,B ,166.0,Euro 0,429990.0
Kia,2020,37000.0,серый,4059.0,автоматическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1820000.0
Hyundai,2010,224000.0,синий,3379.0,механическая,передний,3 или более,1.4,109.0,бензиновый ,АИ-95 ,12.6,6.1,Южная Корея ,C ,187.0,Euro 0,640000.0
Nissan,2012,215501.0,серебристый,4653.0,вариатор,полный,2 владельца,2.0,141.0,бензиновый ,АИ-95 ,11.9,8.5,Япония ,D ,169.0,Euro 0,1429000.0
Kia,2015,97532.0,серый,3936.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-95 ,11.2,6.4,Южная Корея ,B ,185.0,Euro 4 ,1239000.0
Lada,2018,98000.0,серый,3904.0,механическая,передний,1 владелец,1.8,122.0,бензиновый ,АИ-92 ,10.9,7.5,Россия ,B ,180.0,Euro 5 ,1099990.0
Kia,2016,77763.0,белый,4488.0,автоматическая,передний,2 владельца,1.6,132.0,бензиновый ,АИ-95 ,11.7,7.6,Южная Корея ,B ,180.0,Euro 0,1495000.0
Renault,2019,162000.0,белый,1886.0,механическая,передний,1 владелец,1.6,82.0,бензиновый ,АИ-95 ,13.9,7.1,Франция ,B ,163.0,Euro 5 ,773990.0
Mercedes-Benz,2006,268000.0,чёрный,13440.0,автоматическая,задний,3 или более,3.0,224.0,дизельный ,ДТ ,7.0,7.6,Германия ,E ,246.0,Euro 0,1050000.0
Toyota,2015,90600.0,чёрный,5100.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,10.4,7.2,Япония ,E ,210.0,Euro 5 ,2250000.0
Lada,2019,151000.0,серый,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,719990.0
Kia,2018,132200.0,белый,5100.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,9.3,7.4,Южная Корея ,C ,205.0,Euro 5 ,1542000.0
Lada,2018,110800.0,серый,2001.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,570000.0
SsangYong,2012,152200.0,серый,4917.0,механическая,передний,3 или более,2.0,149.0,бензиновый ,АИ-95 ,11.0,7.5,Южная Корея ,C ,163.0,Euro 0,990000.0
Toyota,2008,192437.0,золотистый,6688.0,автоматическая,полный,3 или более,2.0,152.0,бензиновый ,АИ-95 ,12.0,8.6,Япония ,C ,175.0,Euro 0,1499000.0
Lada,2021,69132.0,серый,3498.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,879000.0
Lada,2023,18800.0,чёрный,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,900000.0
Land,2017,155907.0,серый,17500.0,автоматическая,полный,2 владельца,2.0,250.0,бензиновый ,АИ-95 ,6.7,7.6,Великобритания ,D ,217.0,Euro 6 ,4050000.0
Chevrolet,2013,190000.0,серый,3379.0,механическая,передний,3 или более,1.6,109.0,бензиновый ,АИ-95 ,12.5,7.3,США ,C ,185.0,Euro 5 ,795000.0
Volkswagen,2012,180000.0,белый,1760.0,механическая,передний,3 или более,1.4,80.0,бензиновый ,АИ-95 ,13.9,6.4,Германия ,C ,172.0,Euro 5 ,720000.0
Chery,2022,17657.0,фиолетовый,9850.0,роботизированная,полный,1 владелец,2.0,197.0,бензиновый ,АИ-92 ,8.5,8.5,Китай ,D ,195.0,Euro 6 ,3115000.0
Renault,2008,230000.0,серый,3180.0,механическая,передний,1 владелец,1.5,106.0,дизельный ,ДТ ,11.1,5.0,Франция ,C ,185.0,Euro 0,549990.0
Peugeot,2014,96000.0,серый,3534.0,механическая,передний,2 владельца,1.6,114.0,бензиновый ,АИ-95 ,9.5,5.9,Франция ,B ,196.0,Euro 5 ,990000.0
Audi,1991,350000.0,чёрный,7656.0,механическая,полный,3 или более,2.8,174.0,бензиновый ,АИ-95 ,8.0,10.5,Германия ,E ,218.0,Euro 0,350000.0
Toyota,2022,25154.0,чёрный,24750.0,автоматическая,полный,1 владелец,4.0,275.0,бензиновый ,АИ-95 ,10.7,10.6,Япония ,J ,190.0,Euro 4 ,10900000.0
Toyota,2019,126000.0,белый,8869.0,автоматическая,передний,2 владельца,2.5,181.0,бензиновый ,АИ-95 ,9.9,8.3,Япония ,D ,210.0,Euro 5 ,2990000.0
Audi,1991,350000.0,чёрный,7656.0,механическая,полный,3 или более,2.8,174.0,бензиновый ,АИ-95 ,8.0,10.5,Германия ,E ,218.0,Euro 0,350000.0
Chevrolet,2015,88131.0,чёрный,1840.0,механическая,полный,2 владельца,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.8,США ,J ,140.0,Euro 4 ,719000.0
Volkswagen,2013,168510.0,белый,3255.0,автоматическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,12.5,7.0,Германия ,C ,177.0,Euro 5 ,1099990.0
Chevrolet,2012,218165.0,чёрный,3565.0,механическая,передний,3 или более,1.6,115.0,бензиновый ,АИ-95 ,11.3,6.6,США ,B ,189.0,Euro 5 ,729000.0
Renault,2015,142000.0,синий,1886.0,роботизированная,передний,2 владельца,1.6,82.0,бензиновый ,АИ-95 ,12.6,7.2,Франция ,B ,158.0,Euro 5 ,920000.0
Hyundai,2011,260000.0,чёрный,4488.0,механическая,полный,3 или более,2.0,136.0,дизельный ,ДТ ,10.2,5.7,Южная Корея ,C ,194.0,Euro 0,980000.0
Renault,2005,166000.0,серый,3450.0,механическая,передний,3 или более,1.6,115.0,бензиновый ,АИ-95 ,11.0,6.8,Франция ,C ,192.0,Euro 0,250000.0
Volkswagen,2020,60000.0,чёрный,3630.0,механическая,передний,2 владельца,1.6,110.0,бензиновый ,АИ-95 ,10.7,6.4,Германия ,B ,195.0,Euro 5 ,1480000.0
Volkswagen,2019,86577.0,бежевый,3520.0,автоматическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,11.7,5.9,Германия ,B ,184.0,Euro 5 ,1440000.0
Lada,2013,117000.0,белый,1914.0,механическая,передний,3 или более,1.6,87.0,бензиновый ,АИ-95 ,12.5,7.3,Россия ,B ,176.0,Euro 4 ,390000.0
BMW,2015,161205.0,чёрный,38250.0,автоматическая,полный,2 владельца,3.0,306.0,бензиновый ,АИ-95 ,6.4,8.6,Германия ,E ,240.0,Euro 6 ,3347000.0
Ford,2012,170451.0,коричневый,3255.0,роботизированная,передний,2 владельца,1.6,105.0,бензиновый ,АИ-95 ,13.1,6.4,США ,C ,182.0,Euro 5 ,869000.0
Toyota,2013,216000.0,чёрный,4884.0,автоматическая,передний,2 владельца,2.0,148.0,бензиновый ,АИ-95 ,12.5,8.3,Япония ,E ,190.0,Euro 4 ,1659990.0
Voyah,2023,1.0,чёрный,13260.0,автоматическая,полный,1 владелец,1.5,490.0,гибридный ,АИ-92 ,4.8,0.81,Китай ,E ,200.0,Euro 6 ,5175000.0
Suzuki,2007,195250.0,голубой,3180.0,механическая,полный,3 или более,1.6,106.0,бензиновый ,АИ-95 ,11.8,6.1,Япония ,B ,170.0,Euro 4 ,735000.0
Skoda,2020,68514.0,белый,5250.0,роботизированная,полный,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,9.7,7.1,Чехия ,D ,194.0,Euro 6 ,3149000.0
Kia,2018,107800.0,коричневый,9212.0,автоматическая,передний,2 владельца,2.4,188.0,бензиновый ,АИ-95 ,9.1,8.3,Южная Корея ,D ,210.0,Euro 5 ,2338000.0
Lada,2017,119750.0,коричневый,3392.0,роботизированная,передний,3 или более,1.6,106.0,бензиновый ,АИ-95 ,12.3,6.6,Россия ,B ,180.0,Euro 4 ,610000.0
Mercedes-Benz,2005,290000.0,серебристый,4480.0,механическая,передний,3 или более,2.0,140.0,дизельный ,ДТ ,9.6,5.6,Германия ,C ,200.0,Euro 4 ,600000.0
Jaguar,2016,79000.0,синий,42500.0,автоматическая,полный,3 или более,3.0,340.0,бензиновый ,АИ-95 ,6.4,10.5,Великобритания ,F ,250.0,Euro 6 ,4280000.0
Lada,2020,92566.0,белый,3729.0,вариатор,передний,1 владелец,1.6,113.0,бензиновый ,АИ-92 ,12.2,7.4,Россия ,B ,170.0,Euro 5 ,1399990.0
BMW,2019,60025.0,белый,17430.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,6.7,6.0,Германия ,E ,230.0,Euro 6 ,5988000.0
Lada,2021,47588.0,белый,3498.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,1149000.0
Kia,2021,79708.0,синий,4480.0,автоматическая,передний,2 владельца,1.6,128.0,бензиновый ,АИ-95 ,11.6,7.2,Южная Корея ,C ,195.0,Euro 5 ,1940000.0
Lada,2023,7000.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,890000.0
Nissan,2020,26000.0,синий,5040.0,вариатор,полный,2 владельца,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,2795000.0
Renault,2020,67452.0,синий,5250.0,вариатор,полный,1 владелец,1.3,150.0,бензиновый ,АИ-92 ,10.4,7.4,Франция ,B ,188.0,Euro 5 ,2079000.0
Skoda,2011,190000.0,жёлтый,1540.0,механическая,передний,1 владелец,1.2,70.0,бензиновый ,АИ-95 ,14.9,5.5,Чехия ,B ,163.0,Euro 5 ,390000.0
Lada,2021,43531.0,белый,3729.0,вариатор,передний,2 владельца,1.6,113.0,бензиновый ,АИ-92 ,11.3,7.1,Россия ,B ,175.0,Euro 5 ,1249000.0
Land,2020,51696.0,синий,17928.0,автоматическая,полный,2 владельца,3.0,249.0,дизельный ,ДТ ,8.1,7.2,Великобритания ,J ,209.0,Euro 6 ,5350000.0
Audi,2020,80600.0,чёрный,17640.0,роботизированная,полный,2 владельца,2.0,245.0,бензиновый ,АИ-95 ,6.0,6.8,Германия ,E ,250.0,Euro 6 ,4600000.0
Audi,2022,4242.0,белый,23850.0,роботизированная,полный,1 владелец,2.0,265.0,бензиновый ,АИ-95 ,6.0,7.0,Германия ,E ,250.0,Euro 6 ,6800000.0
Hyundai,2011,142000.0,белый,4158.0,автоматическая,передний,2 владельца,1.6,126.0,бензиновый ,АИ-92 ,12.1,6.9,Южная Корея ,C ,183.0,Euro 4 ,985000.0
Skoda,2014,113339.0,серебристый,1650.0,механическая,передний,3 или более,1.2,75.0,бензиновый ,АИ-95 ,13.9,5.9,Чехия ,B ,175.0,Euro 5 ,775000.0
Lada,2014,100919.0,чёрный,1914.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,12.4,7.0,Россия ,B ,167.0,Euro 4 ,420000.0
Kia,2015,140500.0,коричневый,3936.0,механическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,10.3,5.9,Южная Корея ,B ,190.0,Euro 4 ,959000.0
